Container_ID,Declaration_Date (YYYY-MM-DD),Declaration_Time,Trade_Regime (Import / Export / Transit),Origin_Country,Destination_Port,Destination_Country,HS_Code,Importer_ID,Exporter_ID,Declared_Value,Declared_Weight,Measured_Weight,Shipping_Line,Dwell_Time_Hours,Clearance_Status
59104282,2020-01-07,13:43:22,Import,JP,PORT_12,NO,320417,EH1AMEM,MG3DFBS,239.64,0.2,0.226,LINE_MODE_50,39.8,Low Risk
54573491,2020-01-07,15:14:11,Import,DE,PORT_40,EC,850151,ORUKBVJ,6V8QPPW,213.0,10.0,10.157,LINE_MWIDNS,51.1,Clear
67189107,2020-01-07,03:50:27,Import,CN,PORT_40,MT,392640,XRO3X05,OU3TPX6,58.5,15.0,15.116,LINE_MODE_40,45.8,Clear
65117359,2020-01-07,06:13:19,Import,CN,PORT_40,NO,560121,Z87M9KM,43MSLZK,30155.4,198.0,194.377,LINE_EIZP3I,28.6,Clear
15867061,2020-01-07,10:47:01,Import,KR,PORT_40,BR,880330,RHHWF0C,DWNJQL8,300021.48,126.8,124.353,LINE_MWIDNS,28.0,Clear
88903356,2020-01-07,12:58:36,Import,CN,PORT_20,PL,200599,G8AQATA,GCPNHU7,804950.0,8500.0,8569.7,LINE_MODE_40,46.1,Clear
90959901,2020-01-07,11:14:21,Import,CN,PORT_80,SI,950300,7WGISEX,OBRP8T3,4683.0,70.0,67.249,LINE_LC6XBR,16.8,Clear
16351602,2020-01-07,23:18:42,Import,CN,PORT_12,PY,481890,TU5RJ0K,W5WQQV8,1128200.4,7884.0,8161.517,LINE_MODE_40,63.9,Clear
63632968,2020-01-07,11:17:28,Import,US,PORT_40,MN,901850,9UBMHV5,TTSWZF1,36768.72,6.9,6.915,LINE_MODE_40,42.1,Clear
30346387,2020-01-07,04:25:07,Import,US,PORT_20,KR,382200,G8MOR71,1PBKO2S,1613.78,0.7,0.677,LINE_MODE_10,25.4,Clear
33735442,2020-01-07,22:49:22,Import,FR,PORT_30,UG,392330,D2QWIGO,7WBCH7D,151.5,15.0,17.896,LINE_MODE_40,88.8,Low Risk
62824764,2020-01-07,13:43:24,Import,JP,PORT_30,KE,854449,Z2B3BT7,JABE2FY,0.08,0.1,0.1,LINE_MODE_10,49.5,Clear
53141505,2020-01-07,20:31:45,Import,IN,PORT_40,EC,293399,YEWAOBS,LA175FB,18345.0,25.0,23.968,LINE_VZIZJJ,13.4,Clear
77804678,2020-01-07,16:32:38,Import,CN,PORT_16,IR,821490,KWENLY8,4L6HYYQ,1825902.0,884.0,881.525,LINE_MODE_10,44.8,Clear
85055183,2020-01-07,09:34:23,Import,CN,PORT_40,BG,540782,GSZPNXT,HGOZVPV,76582.4,128.0,124.122,LINE_MODE_10,26.7,Clear
38948581,2020-01-07,22:19:01,Import,BR,PORT_20,EC,520100,UU0PRVO,ZX40QCZ,74118844.8,226248.0,230931.334,LINE_MODE_10,60.4,Clear
66055747,2020-01-07,03:41:07,Import,TH,PORT_40,UG,851590,QWIBZ7M,PDBU3OC,689.85,3.5,3.868,LINE_MODE_40,32.1,Low Risk
35220770,2020-01-07,18:52:50,Import,CN,PORT_20,GG,071080,NXZGW6G,IW07OJT,31171608.0,117540.0,111804.048,LINE_MODE_40,8.5,Clear
67444000,2020-01-07,09:06:40,Import,FR,PORT_30,IR,281122,9BHZU4A,S84S11R,8270460.0,19800.0,19526.76,LINE_MODE_40,31.6,Clear
48754302,2020-01-07,12:03:42,Import,US,PORT_16,WS,760200,7NT44EZ,MM2STTN,173362.0,17690.0,17428.188,LINE_MODE_40,30.9,Clear
61284952,2020-01-07,05:27:52,Import,PH,PORT_40,SV,854370,2QWVROQ,7TTJVAJ,758.52,30.1,30.407,LINE_MODE_10,53.4,Clear
41763661,2020-01-07,04:17:01,Import,IT,PORT_20,KR,390690,DCMKD8G,UPHD93Z,434280.0,1200.0,1176.84,LINE_MODE_10,34.0,Clear
59315591,2020-01-07,00:29:11,Import,CN,PORT_30,TH,711719,4BJSP68,MM2STTN,54.0,30.0,27.168,LINE_MODE_40,14.2,Low Risk
36451467,2020-01-07,01:36:27,Import,MG,PORT_40,SI,090510,9U0P78U,S8PE9QE,39902.5,11.0,11.305,LINE_MODE_40,59.0,Clear
65877429,2020-01-07,00:41:09,Import,JP,PORT_20,CL,760200,412G5EV,5ZTLGO5,831432.0,84840.0,84560.028,LINE_MODE_10,44.5,Clear
70851737,2020-01-07,04:34:17,Import,CN,PORT_20,PY,853120,PPA8RFG,NGKJ8TF,19703.35,31.3,33.476,LINE_MODE_40,116.8,Low Risk
67429934,2020-01-07,16:16:14,Import,JP,PORT_33,PG,441239,BW6I6GM,UXX1AJX,5379397.2,20802.0,18787.534,LINE_MODE_10,22.3,Low Risk
37969374,2020-01-07,03:26:54,Import,CN,PORT_40,AT,841490,L5GOGGH,BXAWPQO,50021.4,429.0,436.362,LINE_W6UCD9,4.7,Low Risk
97076479,2020-01-07,11:45:19,Import,VN,PORT_20,SI,190490,TQJ83KI,TOBJ7H7,7122000.0,20000.0,20434.0,LINE_MODE_10,61.0,Clear
97996858,2020-01-07,10:48:58,Import,CN,PORT_54,AT,940591,DJCUDD3,IXHGLHQ,1015317.0,1110.0,1295.858,LINE_NKOQIL,46.9,Low Risk
57066171,2020-01-07,22:18:51,Import,CN,PORT_20,TT,291590,HIW6MYN,9BQ4WDX,1571328.0,3520.0,3434.464,LINE_MODE_10,30.7,Clear
59760689,2020-01-07,22:55:29,Import,CN,PORT_13,MN,940320,Q7HN9WC,00JWVSY,2023.0,238.0,230.075,LINE_MODE_10,24.7,Clear
55793740,2020-01-07,16:55:40,Import,KR,PORT_39,LB,580620,1QPFBVB,N5M13M2,71.1,1.0,1.016,LINE_W6UCD9,51.4,Clear
22459054,2020-01-07,17:41:34,Import,JP,PORT_40,GN,847170,HR70J0M,MN1LPLC,20704.6,7.0,7.064,LINE_MODE_10,52.8,Clear
96780854,2020-01-07,17:18:14,Import,CN,PORT_40,SI,640299,Y15LPCB,XPRX92Y,369709.92,3596.4,3629.487,LINE_MODE_40,46.8,Clear
85831287,2020-01-07,18:13:27,Import,CN,PORT_40,SV,560312,8YQUEYT,Z7GT4JG,999429.12,7617.6,7752.432,LINE_MODE_10,58.4,Clear
77999254,2020-01-07,21:31:34,Import,DE,PORT_30,CR,621510,2IQDC8B,ACHG87U,282.0,0.4,0.404,LINE_MODE_10,52.8,Clear
90528412,2020-01-07,12:38:52,Import,CN,PORT_20,PL,620640,9H897VF,QB67AXB,95.5,5.0,4.901,LINE_W5AYVM,33.6,Clear
46630707,2020-01-07,13:10:27,Import,DE,PORT_40,DJ,300640,99SFLDP,XJYB7QM,414358.0,340.0,342.618,LINE_MODE_40,45.8,Clear
81317878,2020-01-07,21:45:58,Import,CN,PORT_30,SV,210390,3GAV98D,CD1YKQ5,27000.0,1000.0,997.2,LINE_MODE_10,44.8,Clear
23437148,2020-01-07,12:27:08,Import,FR,PORT_40,EC,200819,99SFLDP,96MRW8U,203423.4,313.2,317.021,LINE_MWIDNS,48.7,Clear
87739868,2020-01-07,10:19:08,Import,VN,PORT_40,DJ,300510,7P246I0,QWSAOF1,1025329.5,663.0,631.309,LINE_MODE_10,15.1,Clear
86285254,2020-01-07,11:11:34,Import,VN,PORT_20,PY,940350,TT5NP7I,ANTSGEW,825705.3,5151.0,5198.389,LINE_MODE_10,52.8,Clear
93884468,2020-01-07,21:09:08,Import,JP,PORT_16,RS,590390,0HYRA9B,DQQTUZV,2273.32,70.6,67.225,LINE_MODE_10,15.1,Clear
55106018,2020-01-07,03:21:38,Import,US,PORT_20,HU,853710,76LZDQ7,T961QG3,15025.0,50.0,51.36,LINE_MODE_10,64.6,Clear
32715788,2020-01-07,21:51:08,Import,CN,PORT_40,NG,391690,865S9CD,A0ZY90B,65237.4,81.0,80.368,LINE_MODE_40,35.5,Clear
96429988,2020-01-07,21:34:28,Import,CN,PORT_40,ES,392690,J9JCQHZ,OQY4ZUC,56.4,94.0,93.267,LINE_MODE_40,35.5,Clear
12660051,2020-01-07,15:16:51,Import,CN,PORT_151,AM,620892,02VPZMG,A2K1DXY,1652.0,20.0,20.714,LINE_A5IT1U,70.3,Clear
91685468,2020-01-07,02:19:08,Import,CN,PORT_40,NO,610910,OZ5XC0W,DWNJQL8,74.88,4.8,4.571,LINE_MODE_40,9.1,Clear
63928288,2020-01-07,05:19:28,Import,VN,PORT_13,MT,851829,66YGTTI,H1I7Z83,38611.14,35.3,36.79,LINE_W6UCD9,68.5,Clear
98523565,2020-01-07,17:19:25,Import,CN,PORT_20,AT,630392,7XG4S47,1TDY8JC,4362.4,133.0,136.817,LINE_MODE_10,65.6,Clear
82453443,2020-01-07,13:32:03,Import,JP,PORT_30,KR,691200,KJLBJQH,I4U7ID6,32419.8,126.0,131.002,LINE_MODE_40,66.9,Clear
20798846,2020-01-07,18:23:26,Import,CN,PORT_20,OM,621490,BS8TAA4,6VO7JPR,609.26,4.1,4.865,LINE_MODE_40,51.4,Low Risk
99200151,2020-01-07,10:11:51,Import,CN,PORT_40,TT,392620,4VQG9D8,INMGDPE,66125.4,1398.0,1378.009,LINE_MODE_10,37.3,Clear
39527204,2020-01-07,03:30:44,Import,FR,PORT_16,HU,210390,AM0HXED,Z1SDSKH,1053.0,39.0,38.384,LINE_MODE_10,36.3,Clear
60019793,2020-01-07,21:17:53,Import,IT,PORT_13,CR,846694,5LWXPOZ,TEWNF0Z,1280.8,8.0,8.118,LINE_MODE_10,56.4,Clear
49049714,2020-01-07,18:39:14,Import,GB,PORT_40,JP,490199,YDMHTLK,KILND1W,234.0,65.0,63.648,LINE_MODE_40,27.0,Clear
99963104,2020-01-07,03:15:44,Import,JP,PORT_40,TH,950639,XAI29G0,2L2YRRT,2987.04,5.6,5.792,LINE_MODE_40,63.3,Clear
91982475,2020-01-07,23:41:15,Import,CN,PORT_40,CA,732690,VGBWP45,HHP9YCV,82.8,55.2,56.508,LINE_MWIDNS,56.3,Clear
50328723,2020-01-07,10:00:03,Import,CN,PORT_20,BR,120799,1ZNY80M,3WBROKL,22446675.0,30150.0,30140.955,LINE_MODE_10,46.5,Clear
67644628,2020-01-07,09:38:28,Import,MY,PORT_20,ZZ,370130,XIKK7OW,TOBJ7H7,138142.4,44.0,42.777,LINE_MODE_10,28.3,Clear
51960656,2020-01-07,00:26:56,Import,CN,PORT_20,TH,640690,MHZM8PA,I8I3P5D,740.0,25.0,23.955,LINE_MODE_40,13.1,Clear
98058094,2020-01-07,01:25:34,Import,CN,PORT_40,AM,940530,DKQB1WH,WRC110G,4309.2,27.0,26.708,LINE_MODE_10,39.6,Clear
12551631,2020-01-07,05:09:51,Import,CN,PORT_20,HN,732690,0WJT1JR,7VQZ7FD,96.45,64.3,67.239,LINE_MODE_40,4.9,Clear
81586804,2020-01-07,20:04:04,Import,CN,PORT_20,SI,910521,LGN9ZMM,9UP4MN8,7087237.5,6125.0,6699.77,LINE_MODE_10,35.4,Low Risk
12856755,2020-01-07,12:19:15,Import,VN,PORT_20,HU,640399,QUUT9DV,UFUWBXW,28911.0,115.0,102.696,LINE_MODE_10,35.0,Low Risk
21785537,2020-01-07,07:04:17,Import,US,PORT_10,HN,390140,J7XB9LH,JQ24QI7,3291200.0,23375.0,25000.03,LINE_MODE_10,122.8,Low Risk
86199324,2020-01-07,10:39:24,Import,CN,PORT_40,SV,392690,C28EH18,LB1421N,1.2,2.0,2.08,LINE_MODE_10,104.0,Low Risk
45218533,2020-01-07,15:10:13,Import,CN,PORT_40,AM,071080,WEII2OK,ORA2DCM,15912000.0,60000.0,62682.0,LINE_77BN4M,10.2,Clear
96515432,2020-01-07,18:22:32,Import,CN,PORT_40,KR,851762,2NZPY3S,YS3CS8J,63.84,0.7,0.679,LINE_MODE_40,21.0,Clear
88122428,2020-01-07,12:35:08,Import,IT,PORT_20,AM,940171,PVXH6XX,JABE2FY,18109.0,65.0,52.751,LINE_MODE_90,33.9,Critical
43352984,2020-01-07,14:13:44,Import,CN,PORT_40,KR,847180,G4NRBNY,DZV94OL,366227.74,486.1,483.281,LINE_MODE_10,42.9,Clear
23449128,2020-01-07,06:26:48,Import,JP,PORT_40,MG,841459,8V46M5H,23JFQDQ,1602.5,25.0,30.386,LINE_MODE_40,95.9,Low Risk
80143259,2020-01-07,02:44:59,Import,FR,PORT_40,RS,600330,6LF3VMG,4Z9TYKF,21124.25,17.5,18.409,LINE_MODE_40,105.6,Low Risk
74332219,2020-01-07,17:54:19,Import,ES,PORT_33,TT,200897,ZPZA994,SL2P7II,8728624.8,15876.0,15109.189,LINE_MODE_10,14.8,Clear
87741354,2020-01-08,16:59:54,Import,CN,PORT_20,BA,401120,HTCHOL5,AZMZUY5,16877782.6,13627.6,13071.594,LINE_MODE_10,19.8,Clear
96365197,2020-01-08,20:58:37,Import,CN,PORT_30,OM,081190,66FM9YW,IU5QO7Q,3331737.5,17675.0,17899.472,LINE_MODE_40,49.1,Clear
12436018,2020-01-08,03:54:58,Import,KR,PORT_20,RS,732690,OIDFF3V,21DXEF6,30.0,20.0,20.544,LINE_MWIDNS,58.6,Clear
95545229,2020-01-08,15:04:29,Import,US,PORT_40,UZ,392410,STA2L52,Y9098NR,2057.44,1469.6,1666.291,LINE_MODE_40,38.9,Low Risk
68326814,2020-01-08,09:24:14,Import,FR,PORT_33,GG,731822,0CN3IKJ,2RFV6UG,0.0,0.0,0.001,LINE_MODE_40,60.0,Clear
37410294,2020-01-08,16:08:54,Import,CN,PORT_40,LB,560392,YLLBMD1,AIUQYCD,2635374.5,20833.0,20608.004,LINE_W6UCD9,33.6,Clear
45124257,2020-01-08,12:42:57,Import,TW,PORT_40,CA,854232,CKDMVA5,KXFBS1E,4262.86,0.7,0.688,LINE_MODE_10,35.3,Clear
54970974,2020-01-08,14:06:54,Import,KR,PORT_20,LR,700100,0J8PYW0,2OQZJ37,155852.0,16580.0,17395.736,LINE_MODE_10,13.2,Clear
23257570,2020-01-08,21:06:10,Import,CN,PORT_13,RS,071080,G7TIP2P,8HC8BIV,30232800.0,114000.0,108436.8,LINE_MODE_10,14.5,Clear
84102039,2020-01-08,21:04:39,Import,JP,PORT_40,MT,720421,EDAEZGT,8UY29Z9,521056.0,34280.0,35709.476,LINE_MODE_40,68.2,Clear
52797157,2020-01-08,06:44:37,Import,CN,PORT_40,ES,630790,ZH8J2V7,6ZQTY16,48.99,21.3,22.44,LINE_MODE_40,106.6,Low Risk
99352728,2020-01-08,02:46:48,Import,IT,PORT_20,MG,621420,YEMNM07,41W8AHR,114.0,1.0,1.022,LINE_MODE_10,61.3,Clear
74981375,2020-01-08,14:29:35,Import,CN,PORT_40,PL,071080,QMUGRNM,Y3ML5IY,23602800.0,89000.0,80100.89,LINE_MODE_10,27.4,Low Risk
43082866,2020-01-08,09:43:46,Import,CN,PORT_20,IR,691310,EHXQG9A,FGFU8M0,10736.21,5.3,5.317,LINE_MODE_10,48.8,Clear
33902421,2020-01-08,01:56:21,Import,VN,PORT_40,HN,620292,B26L9QH,I6HZCKT,710446.68,505.8,506.154,LINE_W6UCD9,41.2,Clear
74461966,2020-01-08,18:08:46,Import,CN,PORT_30,SD,420212,8Y6XV67,G4SWDNA,57856.0,452.0,430.846,LINE_MODE_10,15.8,Clear
56898448,2020-01-08,12:35:28,Import,JP,PORT_39,RS,853950,Q8MAKJD,4M7AXRQ,0.78,0.3,0.289,LINE_MODE_40,15.7,Clear
56738681,2020-01-08,02:40:41,Import,JP,PORT_33,IL,901730,T9CJKDP,S06WB2N,269.28,0.6,0.582,LINE_122XIE,21.4,Clear
72118599,2020-01-08,20:20:39,Import,JP,PORT_70,RS,392490,D679U2Z,DGH0JQ2,243.32,221.2,212.728,LINE_MODE_40,15.4,Clear
36412513,2020-01-08,13:03:13,Import,GB,PORT_20,SD,902710,5LFEMS3,V72W7CB,43861.92,27.6,26.35,LINE_MODE_10,16.8,Clear
98724917,2020-01-08,07:07:17,Import,CN,PORT_40,HU,620530,T5IAC2J,WTLPN4F,40843.0,5.0,4.764,LINE_MODE_10,15.5,Clear
55813887,2020-01-08,16:03:27,Import,VN,PORT_20,MT,732690,IQUPC2L,BTYII5Y,75.0,50.0,50.885,LINE_MODE_10,58.4,Clear
90899666,2020-01-08,14:50:26,Import,CN,PORT_30,RS,640291,WQAQ336,DC8ZFRX,85531.5,229.0,229.733,LINE_MODE_40,42.8,Clear
21956056,2020-01-08,07:10:16,Import,CN,PORT_16,EC,950300,8QWUOS3,CDK6RFV,421.47,6.3,5.738,LINE_MODE_40,9.9,Low Risk
12909559,2020-01-08,08:03:19,Import,JP,PORT_40,HU,392690,O2RC3WZ,QCJ89QI,91646.32,2900.2,2847.126,LINE_MODE_10,34.6,Clear
23229340,2020-01-08,03:15:40,Import,US,PORT_40,IL,732690,7T8RJ42,PBP2MYI,1.5,1.0,1.016,LINE_MODE_10,57.4,Clear
20095946,2020-01-08,03:08:26,Import,CN,PORT_33,GN,851829,OVKV5BR,M1SZDXT,39412.8,414.0,398.765,LINE_MODE_40,16.4,Clear
52934796,2020-01-08,13:42:36,Import,CN,PORT_13,FJ,842449,NTWVXEX,X3MP3T4,28841.4,882.0,976.056,LINE_MODE_40,32.4,Low Risk
39249203,2020-01-08,09:41:23,Import,NO,PORT_20,UG,030214,Z3YY2W1,09UPRFS,8150315.97,2009.1,1685.755,LINE_MODE_10,18.0,Critical
31678270,2020-01-08,04:11:10,Import,CN,PORT_20,EC,071080,J6WCSC3,D6V32XG,5254144.0,17920.0,17941.504,LINE_5V1OQR,41.5,Clear
88666014,2020-01-08,21:50:54,Import,US,PORT_40,CA,901180,WBOVYN0,6OGMV1N,2106.8,4.0,4.117,LINE_MODE_40,60.0,Clear
43429527,2020-01-08,07:57:27,Import,JP,PORT_20,PG,950300,07EHOLR,KX42EJD,12036.0,20.0,19.954,LINE_MODE_10,45.2,Clear
89363607,2020-01-08,15:25:27,Import,CN,PORT_40,BR,382499,38QI2S7,PI0QKBF,12903.15,84.5,76.997,LINE_MODE_10,15.6,Low Risk
52430162,2020-01-08,10:28:02,Import,US,PORT_20,OM,820830,TTHDVPH,CIIR1J8,26487.75,7.5,7.164,LINE_MODE_10,17.1,Clear
64162293,2020-01-08,02:39:33,Import,CN,PORT_40,TH,392690,49JP81Y,IFEW3J5,42.0,70.0,63.442,LINE_MWIDNS,13.6,Low Risk
64232015,2020-01-08,20:33:35,Import,HK,PORT_30,AM,711790,4HSB3HU,Q1M98FT,41.4,2.0,1.907,LINE_MODE_40,10.1,Clear
72987155,2020-01-08,00:32:35,Import,CN,PORT_20,AT,630790,NLDWA3Z,E3Q8ABV,1173.0,510.0,501.687,LINE_MODE_10,35.9,Clear
22999552,2020-01-08,18:37:52,Import,CN,PORT_20,HU,680293,OZDV9XY,5L8Q2I5,937440.0,86800.0,102167.072,LINE_W6UCD9,55.2,Low Risk
27686286,2020-01-08,14:14:06,Import,US,PORT_40,IR,901890,EFM5YKE,T2H67F7,201.51,0.9,1.01,LINE_EIZP3I,36.2,Low Risk
59426608,2020-01-08,10:51:28,Import,CN,PORT_40,CR,852872,A8AZP9J,EBCG4QU,54275.0,26.0,25.537,LINE_MODE_10,34.9,Clear
38697352,2020-01-08,11:07:52,Import,CN,PORT_40,BR,920999,QSBFCT0,9NEOBLB,15285.5,160.9,189.386,LINE_MWIDNS,49.2,Low Risk
38198348,2020-01-08,16:47:08,Import,US,PORT_40,GG,392092,OVEG06X,UJH5RH8,145737.0,90.0,91.098,LINE_MODE_10,54.7,Clear
80594969,2020-01-08,02:13:29,Import,VN,PORT_40,BA,071080,SO9WFOI,JYBGO4Z,19094400.0,72000.0,73922.4,LINE_MODE_40,58.3,Clear
40161745,2020-01-08,01:42:25,Import,CN,PORT_40,UZ,853710,708A72F,2OQZJ37,1171.95,3.9,4.051,LINE_MODE_40,66.2,Clear
26329373,2020-01-08,10:50:53,Import,CN,PORT_20,PG,950691,C7O0JFW,QZDHUTI,27458.4,2019.0,2068.869,LINE_MODE_10,63.0,Clear
82589341,2020-01-08,08:45:01,Import,CN,PORT_20,TH,540792,WV44Y9Y,657KM15,602342.4,992.0,1032.374,LINE_MODE_40,67.6,Clear
84133134,2020-01-08,02:42:54,Import,JP,PORT_40,BG,731010,1EUHMLT,H9NE890,237182.4,4368.0,4233.466,LINE_MODE_40,20.4,Clear
82802020,2020-01-08,07:13:40,Import,IN,PORT_20,MT,392210,VZ32G62,3MTFC8C,44137.0,101.0,90.724,LINE_MODE_10,29.3,Low Risk
44312923,2020-01-08,13:36:43,Import,CN,PORT_121,OM,210390,1R22LDH,DP8QRQE,459000.0,17000.0,16994.9,LINE_MODE_40,40.5,Clear
55220132,2020-01-08,15:27:32,Import,CN,PORT_33,IR,850440,5R0BLAH,PZIEYOQ,894.3,33.0,33.667,LINE_MODE_40,54.0,Clear
46326392,2020-01-08,20:58:32,Import,IT,PORT_20,EC,611020,NFMDOHM,XF4RV9T,211.2,8.0,7.922,LINE_MODE_10,40.2,Clear
29835182,2020-01-08,02:05:02,Import,CN,PORT_12,SV,950510,RR6OJ19,YJ78T8M,15631.2,156.0,163.051,LINE_MODE_40,4.5,Clear
46887715,2020-01-08,04:01:55,Import,CN,PORT_40,WS,392310,6CGCGGJ,UTNPOCA,2688.0,840.0,843.108,LINE_W6UCD9,43.1,Clear
78904591,2020-01-08,07:12:31,Import,CN,PORT_20,GU,940190,798SXTF,UB0E0FT,3168.3,88.5,85.464,LINE_MODE_10,24.1,Clear
56160487,2020-01-08,19:00:07,Import,DE,PORT_40,LB,853630,LPHFCHL,BR4BBTT,1119.3,2.6,2.646,LINE_W6UCD9,52.4,Clear
95866984,2020-01-08,06:47:04,Import,CN,PORT_40,LR,420299,GN564D7,1L4AW89,184.3,19.0,18.89,LINE_MODE_10,42.9,Clear
69892314,2020-01-08,10:55:54,Import,VN,PORT_40,LV,854140,XVQ2O4G,DWNJQL8,9006.8,44.0,43.085,LINE_MWIDNS,27.0,Clear
56299351,2020-01-08,07:58:31,Import,ID,PORT_13,CL,940169,62HYRL6,SQ5F10B,116890.4,1628.0,1604.72,LINE_MODE_10,37.3,Clear
78776626,2020-01-08,20:39:46,Import,KR,PORT_40,MG,070320,O98KQL8,KILND1W,48540.0,200.0,204.64,LINE_MODE_40,56.0,Clear
85291758,2020-01-08,02:57:18,Import,CN,PORT_20,TT,620463,I5I27KT,RMCH0MJ,1974.0,30.0,28.716,LINE_MODE_40,12.4,Clear
57801003,2020-01-08,05:38:03,Import,JP,PORT_30,MT,950490,OZK3OQA,1BBQVWT,149229.3,121.0,116.124,LINE_MODE_10,20.1,Clear
81879946,2020-01-08,02:41:46,Import,BG,PORT_20,AM,121190,QWYX9LQ,US07BHG,2399.6,4.0,3.853,LINE_MODE_10,22.4,Clear
14343233,2020-01-08,21:21:53,Import,TR,PORT_30,MG,720421,9OVE0ZI,D8LT0TN,3116608.0,205040.0,203953.288,LINE_MODE_10,43.2,Clear
67132920,2020-01-08,08:02:00,Import,KR,PORT_40,AT,854231,J986ETI,QH7XJKJ,26366.6,13.0,13.341,LINE_MODE_40,58.0,Clear
15502707,2020-01-08,14:30:27,Import,JP,PORT_30,UZ,401220,SV2UBC9,3EVLVZQ,1643138.4,14214.0,14323.448,LINE_MODE_10,51.8,Clear
65537424,2020-01-08,03:14:24,Import,CN,PORT_40,CR,520849,S4RO71Q,DFJ7WD6,32652.0,20.0,17.993,LINE_MODE_10,27.8,Low Risk
37765508,2020-01-08,08:33:08,Import,CN,PORT_30,SD,640192,RJY08WU,AZI5L7O,857082.0,1266.0,1306.765,LINE_MODE_10,67.9,Clear
54314111,2020-01-08,03:11:11,Import,VN,PORT_30,ES,140490,CJ6ZCGQ,ITRLMMQ,30864.0,240.0,279.034,LINE_MWIDNS,45.7,Low Risk
78895168,2020-01-08,02:47:28,Import,JP,PORT_40,TH,844190,BVL00W9,9LLGVNF,20198.08,227.2,227.7,LINE_W6UCD9,42.1,Clear
47048714,2020-01-08,06:49:14,Import,CN,PORT_82,CR,853340,O4Q6WYY,P4N7ARF,15371.35,15.5,13.89,LINE_MODE_10,31.6,Low Risk
56571908,2020-01-08,00:33:08,Import,JP,PORT_20,FJ,950639,18XWVNW,E3Q8ABV,20802.6,39.0,40.256,LINE_MODE_10,67.9,Clear
57045925,2020-01-08,23:45:25,Import,CN,PORT_10,BR,960350,W6L5OT9,2N9FMHR,602.4,2.0,2.097,LINE_MODE_10,12.8,Clear
31104019,2020-01-08,02:04:19,Import,JP,PORT_20,NG,902300,B25T434,SABCP6J,1649.2,3.8,3.616,LINE_MODE_10,14.8,Clear
81186178,2020-01-08,13:10:58,Import,CN,PORT_40,LV,722790,1OQ5SZB,NSUBP26,56410603.2,193452.0,202582.934,LINE_MODE_40,5.8,Clear
26533438,2020-01-08,19:51:58,Import,CN,PORT_30,AT,551011,PK9TYBQ,3UHYPYZ,2954160.0,1800.0,1830.96,LINE_MODE_10,58.0,Clear
99227443,2020-01-08,11:38:43,Import,CH,PORT_40,EC,901580,1MXJHV6,OZB7KED,159504.8,19.6,20.378,LINE_MODE_40,66.9,Clear
69266292,2020-01-08,15:50:12,Import,IN,PORT_20,PG,520523,J76KZ2X,AGEBSW5,30222765.0,19350.0,20127.87,LINE_MODE_10,73.2,Clear
92400065,2020-01-08,11:01:05,Import,CN,PORT_80,RS,711719,0U26UC4,M9IS84J,97.08,1.2,1.174,LINE_MODE_10,32.6,Clear
27897823,2020-01-08,01:51:43,Import,CN,PORT_20,GN,030193,A09V7LD,9FA4L2D,5146830.0,3900.0,3965.559,LINE_MODE_10,10.9,Low Risk
70113957,2020-01-08,14:17:57,Import,CN,PORT_16,CR,961590,9KQBFDU,7CNFLJK,5071.6,124.0,128.055,LINE_MODE_40,62.3,Clear
88478464,2020-01-08,02:25:04,Import,US,PORT_20,AT,851829,BU96WHQ,6W0TMBU,84423.36,886.8,846.185,LINE_MODE_10,16.5,Clear
46491001,2020-01-08,09:26:01,Import,KR,PORT_20,UZ,843351,QFCZE0D,XLGG8Y2,12912000.0,6000.0,6064.2,LINE_MODE_40,47.8,Clear
45299402,2020-01-08,05:42:02,Import,CN,PORT_13,MN,630140,FDJSJM7,XRQAYRT,10.26,0.2,0.207,LINE_MODE_10,69.9,Clear
42439754,2020-01-08,06:33:14,Import,CN,PORT_20,JP,620640,SRTLKS7,I72VWHG,30.56,1.6,1.535,LINE_MODE_10,19.8,Clear
37385928,2020-01-08,21:46:48,Import,CN,PORT_40,NO,854370,3MY6SNQ,DWNJQL8,1159.2,46.0,47.021,LINE_MWIDNS,55.3,Clear
36171732,2020-01-08,06:54:12,Import,CN,PORT_40,UZ,570299,DJ45RKF,Z64QME2,39998.0,140.0,142.828,LINE_MODE_10,60.0,Clear
72496958,2020-01-08,14:10:38,Import,TW,PORT_20,FJ,640690,XODXJ1M,V2KCOV7,1580.79,200.1,191.536,LINE_MODE_10,18.4,Clear
35953568,2020-01-08,05:14:08,Import,FR,PORT_20,GU,200819,HFVWJ5F,CKKGBM5,203423.4,313.2,313.889,LINE_MODE_10,48.1,Clear
69694221,2020-01-08,00:06:21,Import,US,PORT_20,LB,903180,2HRVBDT,FI9N1BX,5146.46,163.9,187.934,LINE_MODE_10,47.9,Low Risk
95115055,2020-01-08,04:30:55,Import,CN,PORT_39,JP,620462,7VURYAG,3L4N43S,54857.3,391.0,404.177,LINE_MWIDNS,62.9,Clear
96933103,2020-01-08,18:19:43,Import,CN,PORT_40,IL,841899,5257CWF,NAILZPA,76961.6,103.0,103.999,LINE_MODE_40,47.1,Clear
34681864,2020-01-08,10:55:04,Import,CN,PORT_20,WS,640199,0UQTFOD,TX08U2J,3109569.0,7457.0,7115.469,LINE_MODE_10,16.5,Clear
